[[2024-03-06 08:39:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -68 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:39:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -67 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:39:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -64 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:40:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -68 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:40:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:40:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -68 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:40:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -68 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:40:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:40:52]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:41:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -64 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:41:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -64 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:41:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -64 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:41:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:41:42]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -64 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:41:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -68 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:42:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -68 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:42:13]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -66 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:42:23]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -75 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:42:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -72 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:42:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -73 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:42:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -73 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:43:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -74 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:43:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -74 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:43:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -74 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:43:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -75 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:43:44]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -74 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:43:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -75 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:44:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -74 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-06 08:44:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -75 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:19:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:6B   , Signal Strength: -73 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:20:07]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:EB   , Signal Strength: -81 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:20:17]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:EB   , Signal Strength: -86 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:20:27]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:EB   , Signal Strength: -86 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:20:37]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:EB   , Signal Strength: -89 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:20:47]] Not connected to Wi-Fi
[[2024-03-07 08:20:57]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -86 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:21:07]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -87 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:21:17]] Not connected to Wi-Fi
[[2024-03-07 08:21:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:24   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:21:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:24   , Signal Strength: -78 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:21:48]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:24   , Signal Strength: -86 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:21:58]] Not connected to Wi-Fi
[[2024-03-07 08:22:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -87 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:22:18]] Not connected to Wi-Fi
[[2024-03-07 08:22:28]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:22:38]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:22:48]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -81 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:22:58]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -87 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:23:08]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -87 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:23:19]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -86 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:23:29]] Not connected to Wi-Fi
[[2024-03-07 08:23:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -71 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:23:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -72 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:23:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -60 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:24:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -69 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:24:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -67 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:24:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -67 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:24:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -71 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:24:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:25:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -64 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:25:10]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:25:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:25:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:25:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -64 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:25:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -66 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:26:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -66 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:26:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:26:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:26:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -66 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:26:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:26:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:27:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -67 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:27:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -67 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:27:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -66 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:27:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -65 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:27:42]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -69 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:27:52]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -71 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:28:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:28:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:7D:29:2B   , Signal Strength: -80 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:28:22]] Connected to Wi-Fi AP with MAC: Not-Associated   Tx-Power=31 dBm   , Signal Strength: , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:28:32]] Not connected to Wi-Fi
[[2024-03-07 08:28:42]] Not connected to Wi-Fi
[[2024-03-07 08:28:52]] Not connected to Wi-Fi
[[2024-03-07 08:29:02]] Not connected to Wi-Fi
[[2024-03-07 08:29:12]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:29:22]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:29:33]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:29:43]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:29:53]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -81 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:30:03]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -81 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:30:13]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -84 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:30:23]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -84 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:30:33]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:30:43]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:30:54]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:31:04]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:31:14]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:31:24]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:31:34]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:31:44]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:31:54]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:32:04]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:32:14]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:32:25]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -83 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:32:35]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:32:45]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:32:55]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -84 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:33:05]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:33:15]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:33:25]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:34:22]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -70 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:34:33]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:34:43]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:34:53]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:35:04]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:35:14]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:35:25]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:35:35]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:35:45]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:35:56]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:36:06]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:36:16]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -75 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:36:26]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:36:42]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:36:52]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -75 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:37:04]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:37:14]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:37:25]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:37:35]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:37:46]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:37:56]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:38:06]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:38:18]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -75 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:38:29]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:38:39]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -78 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:38:49]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:39:01]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:39:12]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:39:22]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:39:33]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -78 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:39:43]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:39:53]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:40:03]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:40:14]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:40:24]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:40:34]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:40:45]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:40:55]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:41:05]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:41:16]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:41:26]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:41:36]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:41:47]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:41:57]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -77 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:42:07]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -76 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:42:18]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -81 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:42:28]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -81 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:42:38]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:42:49]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -82 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
[[2024-03-07 08:43:00]] Connected to Wi-Fi AP with MAC: 2C:5A:0F:05:82:E4   , Signal Strength: -81 dBm  , Bus051_MAC: b8:27:eb:84:c4:23
