[[2024-03-07 01:27:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:28:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:28:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:28:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:28:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:28:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -65 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:28:56]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:29:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:29:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:29:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:29:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:29:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:29:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:30:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:30:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:30:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -65 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:30:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:30:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:30:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:31:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:31:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:31:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:31:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:31:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:32:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:32:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:32:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:32:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:32:42]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:32:52]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:33:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:33:13]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:33:23]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:33:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:33:44]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:33:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:34:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:34:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:34:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:34:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:34:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:34:56]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:35:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:35:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:35:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:35:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:35:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:35:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:36:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:36:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:36:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:36:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:36:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:36:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:37:10]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:37:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:37:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:37:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:37:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:38:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:38:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:38:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:38:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:38:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:38:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:39:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:39:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:39:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:39:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:39:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:39:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:40:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:40:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:40:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:40:36]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:40:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:40:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:41:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:41:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:41:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:41:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:41:48]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:41:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -65 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:42:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:42:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:42:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:42:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:42:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:43:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:43:10]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:43:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:43:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:43:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:43:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:44:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:44:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:44:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:44:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:44:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:44:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:45:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:45:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:45:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:45:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:45:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:45:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:46:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:46:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:46:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:46:36]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:46:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:46:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:47:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:47:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:47:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:47:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:47:48]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:47:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:48:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:48:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:48:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:48:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:48:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:49:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:49:10]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:49:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:49:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:49:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:49:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:50:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:50:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:50:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:50:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:50:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:50:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:51:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:51:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:51:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:51:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:51:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:51:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:52:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:52:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:52:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:52:36]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:52:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:52:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:53:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:53:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:53:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:53:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -63 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:53:48]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 01:53:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -64 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
